TOUT,x1_high,x2_high,x3_high,x6_high,x7_high,x8_high,x9_high,x21_high,x1_low,x2_low,x3_low,x6_low,x7_low,x8_low,x9_low,x21_low
1547493123.89324,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1547493159.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493195.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493231.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493267.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493303.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493339.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493375.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493411.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493447.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493483.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493519.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493555.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493591.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493627.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493663.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493699.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493735.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493771.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493807.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493843.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493879.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547493915.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493951.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547493987.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494023.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494059.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494095.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494131.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494167.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494203.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547494239.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494275.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547494311.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494347.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547494383.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494419.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494455.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494491.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547494527.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547494563.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494599.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547494635.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494671.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494707.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494743.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494779.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494815.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547494851.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547494887.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547494923.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494959.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547494995.89324,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547495031.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547495067.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495103.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495139.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547495175.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495211.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495247.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495283.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495319.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495355.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495391.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495427.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495463.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495499.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495535.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495571.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495607.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495643.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495679.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495715.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495751.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495787.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495823.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495859.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495895.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495931.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547495967.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496003.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496039.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496075.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496111.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496147.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496183.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496219.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496255.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496291.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496327.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496363.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1547496399.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496435.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496471.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496507.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496543.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496579.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496615.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496651.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496687.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496723.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496759.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496795.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496831.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496867.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496903.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547496939.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547496975.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497011.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497047.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497083.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497119.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497155.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497191.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497227.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497263.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497299.89324,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547497335.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497371.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497407.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497443.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497479.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497515.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497551.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497587.89324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1547497623.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497659.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497695.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497731.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497767.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497803.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497839.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497875.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497911.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497947.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547497983.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498019.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498055.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498091.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498127.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498163.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498199.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498235.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498271.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498307.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498343.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498379.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498415.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498451.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498487.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498523.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498559.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498595.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498631.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498667.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498703.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498739.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498775.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498811.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498847.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498883.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498919.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498955.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547498991.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499027.89324,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1547499063.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499099.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499135.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499171.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1547499207.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499243.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499279.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499315.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499351.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499387.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499423.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499459.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499495.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499531.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499567.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499603.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499639.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499675.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499711.89324,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547499747.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499783.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499819.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499855.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499891.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499927.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499963.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547499999.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500035.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500071.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500107.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500143.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500179.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500215.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500251.89324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500287.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500323.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500359.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500395.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500431.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500467.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500503.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500539.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547500575.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500611.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547500647.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500683.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500719.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500755.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547500791.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500827.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500863.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500899.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500935.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547500971.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501007.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501043.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501079.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501115.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501151.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501187.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501223.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501259.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501295.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547501331.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501367.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501403.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501439.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501475.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501511.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501547.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501583.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501619.89324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501655.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501691.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501727.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501763.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501799.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501835.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501871.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501907.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501943.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547501979.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502015.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502051.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502087.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502123.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502159.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502195.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502231.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502267.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547502303.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547502339.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502375.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502411.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502447.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502483.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502519.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502555.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502591.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1547502627.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502663.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502699.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502735.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502771.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502807.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502843.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502879.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502915.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502951.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547502987.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503023.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503059.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503095.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503131.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503167.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547503203.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503239.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503275.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503311.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503347.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503383.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503419.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503455.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503491.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503527.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503563.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503599.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503635.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503671.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503707.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503743.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503779.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503815.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503851.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503887.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503923.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503959.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547503995.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504031.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504067.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504103.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504139.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504175.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504211.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504247.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504283.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504319.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504355.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504391.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504427.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504463.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504499.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504535.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504571.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504607.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504643.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547504679.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504715.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504751.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504787.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504823.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504859.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504895.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504931.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547504967.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505003.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505039.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505075.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505111.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505147.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505183.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505219.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505255.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505291.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505327.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505363.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505399.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505435.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505471.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505507.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505543.89324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547505579.89324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
